Crime, Location, Date
WARRANT SERVICE,1215 Lee Street,2-14-2015

ASSAULT,1215 Lee Street,2-14-2015

ASSIST CITIZEN,301 15th Street NW,2-15-2015

ASSIST AGENCY,145 McCormick Road,2-15-2015

ASSISTAGENCY,1215 Lee Street,2-16-2015

PROPERTY DAMAGE,117 11th Street SW,2-16-2015

BREAKING &amp; ENTERING,405 South Emmett Street,2-16-2015

DIP,1300 Block of Wertland Street,2-17-2015

LOST PROPERTY,68 Lambeth,2-17-2015

LARCENY,1215 Lee Street,2-18-2015

FOUND PROPERTY,395 McCormick Road,2-18-2015

PROPERTY DAMAGE,575 Alderman Road,2-18-2015

PROPERTY DAMAGE,380 Crispell Drive,2-18-2015

MISCELLANEOUS PROPERTY DAMAGE,100 Darden Boulevard,2-19-2015

SUSPICIOUS CIRCUMSTANCE,1335 Lee Street,2-19-2015

COUNTERFEIT MONEY,295 Massie Road,2-19-2015

B&amp;E,1215 Lee Street,2-19-2015

TRESPASSING,450 Whitehead Road,2-19-2015

NARCOTICS VIOLATIONS,435 Tree House Drive,2-20-2015

PROPERTY DAMAGE,1215 Lee Street,2-20-2015

LARCENY,164 McCormick Road,2-20-2015

FOUND PROPERTY,1540 Jefferson Park,2-20-2015

FRAUD,135 Hospital Drive,2-20-2015

ASSIST CITIZEN,1505 University Avenue,2-21-2015

PROPERTY DAMAGE,291 McCormick Road,2-21-2015

MEDICAL ASSIST,272 Newcomb Road,2-21-2015

LIQUOR LAW VIOLATION,1400 University Avenue,2-22-2015

TRESPASS/THREATENING MESSAGES,1215 Lee Street,2-22-2015

NARCOTIC VIOLATION,400 Block 9th Street,2-23-2015

OBSCENE/THREATENING PHONE CALLS,1204 W. Main St,2-23-2015

SUSPICIOUS CIRCUMSTANCES,32 East Lawn,2-23-2015

PROPERTY DAMAGE,291 McCormick Road,2-23-2015

TRAFFICE HIT AND RUN,1215 Lee Street	NO PI,2-24-2015

POSSESSION OF FALSE ID,400 Block Massie Road,2-24-2015

DIP,1340 Jefferson Park Avenue,2-25-2015

PROPERTY DAMAGE,1815 Stadium Road,2-25-2015

LARCENCY,25 Hancock Drive,2-25-2015

ASSIST CITIZEN MEDICAL,30 Bonnycastle Dr,2-26-2015

PROPERTY DAMAGE,530 McCormick Rd,2-26-2015

FOUND PROPERTY,85 Engineers Way,2-26-2015

DUI,1400 Block University Ave,2-26-2015

ASSIST AGENCY,1215 Lee Street,2-27-2015

ASSIST AGENCY,100 Carrs Hill Drive,2-27-2015

LIQUOR LAW VIOLATION,1500 University Avenue,2-27-2015

ASSIST CITIZEN,107 Elliewood Avenue,2-27-2015

FOUND PROPERTY,1400 University Avenue,2-27-2015

WARRANT SERVICE,1215 Lee Street,2-27-2015

HIT &amp; RUN,800 Alderman Road,2-27-2015

ASSIST CITIZEN,480 Floyd Drive,3-1-2015

DIP,1300 Block of Jefferson Park A	venue,3-1-2015

"ASSAULT SIMPLE, DOMESTIC",295 Massie Road,3-1-2015

DIP,1427 University Avenue,3-2-2015

ASSIST AGENCY,4 East Range,3-2-2015

SUSPICIOUS CIRCUMSTANCES,1215 Lee Street,3-2-2015

DIP,300 Massie Road,3-2-2015

ASSIST CITIZEN MENTAL,1215 Lee Street,3-3-2015

ASSIST AGENCY,1215 Lee Street,3-3-2015

PROPERTY LOST,2304 Ivy Road,3-3-2015

LARCENY,382 McCormick Road,3-3-2015

FOUND PROPERTY,1215 Lee Street,3-3-2015

ASSIST CITIZEN,1215 Lee Street,3-4-2015

ASSIST AGENCY,100 Bayly Drive,3-4-2015

FOUND PROPERTY,500 McCormick Road,3-4-2015

ASSIST CITIZEN,400 Brandon Avenue,3-4-2015

FOUND PROPERTY,409 McCormick Road,3-5-2015

LARCENY,1215 Lee St,3-5-2015

DAMAGE PROPERTY,1215 Lee Street,3-6-2015

BURGLARYBREAKING &amp; ENTERING,15 Hancock Drive,3-6-2015

ASSIST CITIZEN MEDICAL,583 Brandon Ave,3-7-2015

DIP,1300 Jefferson Park Avenue,3-7-2015

ASSIST AGENCY,1215 Lee Street,3-8-2015

CREDIT CARD FRAUD/ID THEFT,2304 Ivy Road,3-8-2015

PORNOGRAPHY,1215 Lee Street,3-8-2015

FRAUD,1001 Emmett Street,3-8-2015

ASSIST AGENCY,1215 Lee Street,3-9-2015

SUSPICIOUS CIRCUMSTANCES,1215 Lee Street,3-9-2015

ASSIST AGENCY,1215 Lee Street,3-9-2015

TRESPASSING,1215 Lee Street,3-9-2015

DRUG/NARCOTIC VIOLATION,2304 Ivy Road,3-10-2015

ASSAULTSIMPLE,1215 Lee Street,3-10-2015

LOST PROPERTY,1215 Lee Street,3-10-2015

FOUND PROPERTY,1215 Lee Street,3-10-2015

SUPSICIOUS CIRCUMSTANCES,400 McCormick Rd,3-11-2015

ASSIST AGENCY,1215 Lee Street,3-11-2015

FOUND PROPERTY,1400 University Ave,3-11-2015

LARCENY,1221 Lee St,3-12-2015

BREAKING &amp; ENTERING,135 Hospital Dr,3-12-2015

DOMESTIC ASSAULT,2504 Stadium Road,3-13-2015

TRAFFIC ACCIDENT,1101 Millmont,3-13-2015

ASSIST CITIZENMENTAL,476 Faulkner Way,3-13-2015

DIP/LIQUOR LAW/FALSE ID,1400 Block University Ave,3-14-2015

DIP/LIQUOR LAW/FALSE ID Wertland &amp;,13th St,3-14-2015

ASSIST CITIZEN MEDICAL,1300 Block Lane Road,3-14-2015

SIMPLE ASSAULT,295 Massie Road,3-14-2015

NARCOTIC VIOLATION,295 Massie Road,3-14-2015

SIMPLE ASSAULT,295 Massie Road,3-14-2015

DIP,1824 University Avenue,3-15-2015

SUSPICIOUS CIRCUMSTANCES,145 McCormick Road,3-15-2015

TRAFFIC ACCIDENT,130 Culbreth Rd,3-15-2015

LARCENY,525 McCormick Road,3-16-2015

PROPERTY DAMAGE,295 Massie Road,3-16-2015

ASSIST CTIZENMENTAL,500 Buckler Drive,3-16-2015

DIP/UNDERAGE POSSESSION,1826 University Avenue,3-17-2015

DIP,1505 University Avenue,3-17-2015

TRESPASSING,1215 Lee Street,3-17-2015

LARCENY,496 Floyd Drive,3-17-2015

ASSAULT/UNLAWFUL ASSEMBLY,1700 University Ave,3-17-2015

ASSIST CITIZEN,494 Pratt Drive,3-18-2015

ANIMAL COMPLAINT,1900 Carrs Hill Road,3-18-2015

HIT &amp; RUN,1210 Lee Street		NO PI,3-18-2015

VIOLATION OF PROTECTIVE ORDER,1204 Jefferson Park Ave,3-18-2015

LOST PROPERTY,409 McCormick Road,3-18-2015

ASSIST CITIZEN,248 McCormick Road,3-18-2015

ASSIST AGENCY,1505 University Ave.,3-19-2015

ASSIST CITIZEN MEDICAL,100 Darden Blvd,3-19-2015

TRAFFIC ACCIDENT,1335 Lee Street,3-19-2015

SUSPICIOUS CIRCUMSTANCES,100 Block Hospital Drive,3-20-2015

LOST PROPERTY,125 Ruppel Drive,3-20-2015

ASSIST CITIZEN MEDICAL,351 McCormick Rd.,3-20-2015

DIP/LIQUOR LAW VIOLATION,400 Block Emmett South,3-21-2015

DIP/OBSTRUCTION,1511 University Avenue,3-21-2015

DAMAGE PROPERTY,100 Darden Boulevard,3-21-2015

ROBBERY,1215 Lee Street,3-21-2015

BURGLARY,405 Emmet St,3-22-2015

ROBBERY,1215 Lee St,3-22-2015

BURGLARY,400 Emmet St South,3-23-2015

PROPERTY DAMAGE,1210 Lee St,3-23-2015

LARCENY,450 Whitehead Rd,3-23-2015

ASSIST CITIZENMEDICAL,400 McCormick Road,3-24-2015

HIT &amp; RUN,21 University Circle	NO PI,3-24-2015

TRESPASS,145 McCormick Rd.,3-24-2015

TRAFFIC ACCIDENT,1222 Jefferson Park Ave		NO PI,3-25-2015

PROPERTY DAMAGE,1210 Lee Street,3-25-2015

TRAFFIC ACCIDENT,479 Copeley Road	NO PI77,3-26-2015

ASSIST CITIZENMEDICAL,1335 Lee Street,3-26-2015

SIMPLE ASSAULT,1215 Lee St,3-27-2015

SIMPLE ASSAULT,1215 Lee st,3-27-2015

LOST PROPERTY,530 Buckler Dr,3-27-2015

HIT AND RUN,580 Massie Rd		NO PI,3-27-2015

ASSIST CITIZEN  MEDICAL,13th Street NW &amp; John Street,3-28-2015

DUI,102 14th Street,3-28-2015

THREATENING PHONE CALLS,110 Bayly Drive,3-29-2015

PROPERTY DAMAGE,1815 Stadium Road,3-29-2015

ASSIST CITIZEN MEDICAL,565 McCormick Road,3-30-2015

TRAFFIC ACCIDENT,600 Massie Road,3-30-2015

LOST PROPERTY,405 Emmet Street,3-30-2015

TRAFFIC ACCIDENT,575 Alderman Road,3-30-2015

ASSIST AGENCY,2304 Ivy Road,3-30-2015

ATTEMPTED SUICIDE,800 Alderman Road,4-1-2015

NARCOTICS VIOLATION,312 Gwathmey,4-1-2015

FRAUD,571 McCormick Road,4-1-2015

LARCENY,151 Engineers Way,4-1-2015

TRESPASSING/DIP,1215 Lee Street,4-1-2015

ASSIST AGENCY,501 Falkner Way,4-2-2015

STOLEN AUTO,2474 Old Ivy Road,4-2-2015

LARCENY,164 McCormick Road,4-2-2015

DIP,1400 BLK University Avenue,4-2-2015

UNDERAGE  POSSESSION,1200 Block of Wertland St.,4-3-2015

FOUND PROPERTY  Saunders Hall,100 Darden Blvd,4-3-2015

LARCENY FROM BUILDING,1215 Lee Street,4-3-2015

TRESPASSING,1826 University Ave.,4-3-2015

LARCENY/THEFT FROM BUILDING,164 McCormick Road,4-3-2015

ASSIST CITIZENMEDICAL,1215 Lee Street,4-3-2015

PROPERTYLOST,409 McCormick Road,4-3-2015

FOUND PROPERTY,585 McCormick Road,4-3-2015

FOUND PROPERTY,1215 Lee Street,4-3-2015

ASSIST CITIZEN  MEDICAL,228 Gwathmey,4-4-2015

ASSIST AGENCY,1215 Lee Street,4-4-2015

DRIVING SUSPENDED,10 th St NW @ Page Street,4-4-2015

ASSIST CITIZEN  MEDICAL,508 Floyd Drive,4-4-2015

ASSIST CITIZEN  MEDICAL,1540 JPA,4-4-2015

ASSIST CITIZEN  MEDICAL,35 Hancock,4-5-2015

TRESPASSING,1215 Lee Street,4-5-2015

ASSIST CITIZEN  MEDICAL,200 BLK McCormick RD,4-5-2015

TRESPASSING,1210 Lee Street,4-5-2015

DIP,100 Block Hospital Drive,4-6-2015

LOST PROPERTY,85 Engineers Way,4-6-2015

LARCENY,1215 Lee Street,4-6-2015

ASSIST CITIZEN MEDICAL,400 Emmet St South,4-6-2015

NARCOTICS VIOLATION,129 N. Emmet Street,4-7-2015

SUSPICIOUS CIRCUMSTANCES,510 Seymour Road,4-7-2015

FOUND PROPERTY,409 McCormick Road,4-7-2015

ASSIST CITIZEN,351 McCormick Road,4-7-2015

ANNOYING PHONE CALLS,180 McCormick Road,4-7-2015

VANDALISM,295 Massie Road,4-7-2015

ACCIDENT,400 Emmet Street		NO PI,4-7-2015

LARCENY,1215 Lee Street,4-8-2015

PROPERTY DAMAGE,475 Lambeth,4-8-2015

ASSIST AGENCY,1215 Lee Street,4-9-2015

SUSPICIOUS CIRCUMSTANCES,3300 Berkmar Drive,4-9-2015

SUSPICIOUS CIRCUMSTANCES,1417 Emmet Street,4-9-2015

PROPERTY DAMAGE,621 Nash Drive,4-9-2015

B &amp; E,1335 Lee Street,4-9-2015

B &amp; E,1335 Lee Street,4-9-2015

B &amp; E,1335 Lee St,4-9-2015

LOST PROPERTY,110 Darden Blvd.,4-9-2015

TRAFFIC ACCIDENT,248 McCormick Road		PI,4-9-2015

FOUND PROPERTY,1215 Lee Street,4-9-2015

PROPERTY DAMAGE,621 Nash Drive,4-9-2015

DUI/REFUSAL,300 Massie Rd,4-10-2015

SUSPICIOUS CIRCUMSTANCES,1101 Milmont St,4-10-2015

ASSIST CITIZEN MEDICAL,1215 Lee St,4-10-2015

TRESPASS,1800Blk University Ave,4-11-2015

HIT &amp; RUN,1210 Lee St,4-11-2015

FORCIBLE FONDLING,1015 Massie Rd,4-11-2015

DIP,1215 Lee St,4-11-2015

DIP,832 Cherry Ave,4-11-2015

ASSIST CITIZEN  MEDICAL,35 Hancock Dr.,4-12-2015

ASSIST CITIZEN  MEDICAL,430 Tree House Drive,4-12-2015

ASSIST AGENCY,1215 Lee St,4-12-2015

FOUND PROPERTY,1215 Lee St,4-12-2015

FOUND PROPERTY,100 Darden Blvd,4-13-2015

DUI,1000 Block W Main Street,4-14-2015

FOUND PROPERTY,1815 Stadium Road,4-14-2015

COUNTERFEIT MONEY,450 Copeley Road,4-14-2015

BREAKING/ENTERING,1560 University Ave,4-14-2015

PROPERTY DAMAGE,382 McCormick Road,4-15-2015

TRAFFIC ACCIDENT,400 Pratt Drive,4-15-2015

SUSPICIOUS CIRCUMSTANCES,1335 Lee Street,4-16-2015

BURGLARY,1335 Lee Street,4-16-2015

BURGLARY,1335 Lee Street,4-16-2015

FAKE I.D,15 Hancock Drive,4-17-2015

ASSIST MEDICAL,106 Woody,4-17-2015

LARCENY,1215 Lee St,4-17-2015

THEFT,472-6 Lambeth Field,4-17-2015

TRAFFIC STOP/DRUG VIOLATION,140 Emmet St. N,4-18-2015

ASSIST MEDICAL,468 Lambeth Commons,4-18-2015

ASSIST MEDICAL,190 McCormick Rd,4-18-2015

BREAKING &amp; ENTERING,160 McCormick Rd.,4-18-2015

DIP/LIQUOR VIOLATION/FAKE ID,60 Bayly Dr,4-18-2015

ASSIST AGENCY,200 Blk Emmet St,4-18-2015

HIT AND RUN,1340 Jefferson Park Avenue	NO PI,4-19-2015

DIP,1415 University Avenue,4-19-2015

VANDALISM,100 Darden Boulevard,4-19-2015

LARCENY,775 Alderman Road,4-19-2015

BREAKING AND ENTERING,160 McCormick Road,4-20-2015

GAS LEAK,395 McCormick Rd,4-20-2015

SUSPICIOUS CIRCUMSTANCES,1415 Jefferson Park Ave,4-20-2015

ASSIST AGENCY,1215 Lee St,4-20-2015

LARCENY,1015 Massie Road,4-20-2015

FOUND PROPERTY,1300 Jefferson Park Avenue,4-21-2015

HIT &amp; RUN,1210 Lee Street	NO PI,4-22-2015

PROPERTY DAMAGE,117 11th Street SW,4-22-2015

SUSPICIOUS CIRCUMSTANCES,100 Darden Boulevard,4-22-2015

ASSIST CITIZEN,400 Brandon Avenue,4-22-2015

BREAKING AND ENTERING,1815 Stadium Road,4-23-2015

LOST PROPERTY,202 Jeannette Lancaster Way,4-23-2015

TREPASS,1826 University Avenue,4-24-2015

PROPERTY DAMAGE,575 Alderman Road,4-24-2015

LARCENY,1015 Massie Road,4-24-2015

ASSIST CITIZEN ECO,1215 Lee Street,4-24-2015

/,24/2,4-24-2015

DIP/OBSTRUCTION Virginia Avenue at,17th Street,4-25-2015

ASSIST MEDICAL,328 Tuttle-Dunnington,4-25-2015

ASSIST MEDICAL,579 McCormick Road,4-26-2015

ASSIST MEDICAL,1309 West Main Street,4-26-2015

SIMPLE ASSAULT,173 Culbreth Rd,4-26-2015

ASSIST AGENCY,1215 Lee St,4-27-2015

VANDALISM,10 Duffy Blvd,4-27-2015

VANDALISM,81 Hospital Drive,4-27-2015

SUSPICIOUS CIRCUMSTANCES,400 Floyd Drive,4-27-2015

PROPERTY DAMAGE,1215 Lee Street,4-28-2015

ASSIST AGENCY,170 McCormick Road,4-28-2015

LARCENY,160 McCormick Road,4-28-2015

LARCENY,1015 Massie Road,4-28-2015

LARCENY,1015 Massie Road,4-28-2015

ACCIDENT,100 Newcomb Road			NO PI,4-28-2015

ASSAULT SIMPLE,165 Rugby Rd,4-29-2015

HIT &amp; RUN,117 11th St	NO PI,4-29-2015

LOST PROPERTY,571 McCormick Rd,4-29-2015

SUSPICIOUS CIRCUMSTANCE,1900 Carrs Hill Rd,4-29-2015

MEDICAL ASSIST,510 Massie Rd,4-29-2015

FOUND PROPERTY,1215 Lee St,4-29-2015

LARCENY,160 McCormick Rd,4-29-2015

ATTEMPTED SUICIDE,80 Monroe Hill,4-30-2015

HIT &amp; RUN,300 Massie Rd		NO PI,4-30-2015

ASSIST MEDICAL,425 Tree House Drive,4-30-2015

PROPERTY DAMAGE,1215 Lee Street,4-30-2015

LARCENY,180 McCormick Rd,4-30-2015

DUI,600 Blk. 9th St. SW,5-1-2015

DIP/NARCOTIC VIOLATION,1600 Blk University Ave,5-1-2015

LARCENY,510 Massie Rd,5-1-2015

ASSIST CITIZEN  MEDICAL,440 McCormick Rd,5-2-2015

LARCENY,328 McCormick Rd,5-2-2015

FOUND PROPERTY,1215 Lee St,5-2-2015

POSSESSION OF MARIJUANA,1029 Wertland St,5-2-2015

ASSIST CITIZEN MEDICAL,381 Floyd Drive,5-4-2015

ATTEMPTED EXTORTION,450 McCormick Road,5-4-2015

FOUND PROPERTY,1300 Jefferson Park Avenue,5-4-2015

SUSPICIOUS CIRCUMSTANCES,128 Amphitheatre Way,5-4-2015

VALDALISM,110 Bayly Drive,5-5-2015

LARCENY,450 Whitehead Road,5-5-2015

LARCENY,180 McCormick Road,5-5-2015

FIRE,571 McCormick Road,5-5-2015

PROPERTY DAMGE,117 11th St SW,5-5-2015

BREAKING &amp; ENTERING,1300 Jefferson Park Ave,5-5-2015

BREAKING &amp; ENTERING,1300 Jefferson Park Ave,5-5-2015

VANDALISM,185 Vaughn,5-5-2015

SUSPICIOUS CIRCUMSTANCES,409 Lane Rd,5-5-2015

LARCENY,525 McCormick Rd,5-5-2015

ASSIST AGENCY,1215 Lee Street,5-6-2015

HIT &amp; RUN,180 McCormick Rd,5-6-2015

PROPERTY DAMAGE,1210 Lee St,5-6-2015

ASSIST CITIZEN MEDICAL,291 McCormick Rd,5-7-2015

DIP/UNDERAGE,1300 block Jefferson Park Ave,5-7-2015

LARCENY,1215 Lee St,5-7-2015

LOST PROPERTY,93 Amphitheatre Way,5-7-2015

SUSPICIOUS CIRCUMSTANCES,417 Emmet St South,5-7-2015

ASSIST AGENCY EPO,1215 Lee St,5-7-2015

SIMPLE ASSULT,170 Culbreth Road,5-8-2015

DIP,10 Duffy Blvd,5-8-2015

ASSIST AGENCY,1215 Lee St,5-8-2015

ASSIST AGENCY,130 Darden Boulevard,5-10-2015

VEHICLE CRASH,1335 Lee Street			NO PI,5-10-2015

ASSIST AGENCY,110 Bayly Drive,5-10-2015

DIP,1200 Jefferson Park Ave,5-11-2015

ASSAULT/ABDUCTION,215 Hereford Dr,5-11-2015

LOST PROPERTY,1215 Lee St,5-11-2015

LARCENY,510 Massie Rd,5-11-2015

SUSPICIOUS CIRCUMSTANCES,102 Amphitheater Way,5-11-2015

WARRANT SERVICE,1215 Lee St,5-11-2015

PROPERTY DAMGE,201 Cabell Drive,5-12-2015

LARCENY,1215 Lee Street,5-12-2015

ASSIST CITIZEN MEDICAL,1215 Lee St,5-12-2015

MISSING PERSON,1215 Lee Street,5-14-2015

TRESPASSING,1826 University Avenue,5-15-2015

SIMPLE ASSAULT,450 Whitehead Road,5-15-2015

VANDALISM,1105 West Main,5-17-2015

SUSPICIOUS PERSON,454 Farrish Cir #8,5-17-2015

ACCIDENT,575 Alderman Road		NO PI,5-18-2015

LARCENY,64 Lambeth Commons,5-18-2015

ASSIST AGENCY,1215 Lee Street,5-19-2015

SUSPICIOUS CIRCUMSTANCE,210 Emmet St,5-19-2015

FOUND PROPERTY,1215 Lee Street,5-19-2015

ASSIST AGENCY,1215 Lee Street,5-20-2015

MEDICAL ASSIST,1210 Lee St,5-20-2015

PROPERTY DAMAGE,1105 West Main St,5-20-2015

ACCIDENT,1321 Lee ST		 NO PI,5-20-2015

TRESPASS,130 Culbreth Rd,5-20-2015

PORNOGRAPHY,108 Cresap,5-21-2015

LARCENY  ALL OTHER,525 McCormick Rd,5-21-2015

PROPERTY DAMAGE,300 Newcomb Rd South,5-21-2015

ASSAULTSIMPLE,100 Ruppel Drive,5-22-2015

FOUND PROPERTY,1215 Lee Street,5-23-2015

TRESPASS,1215 Lee Street,5-24-2015

VEHICLE ACCIDENT,1210 Lee Street		NO PI,5-24-2015

LARCENY,1215 Lee Street,5-24-2015

TRESPASS,1300 Block West Main,5-25-2015

DIP,300 Block 14th St NW,5-26-2015

LARCENY,123 Emmet Street,5-26-2015

FORCIBLE FONDLING,1415 Jefferson Park Ave,5-26-2015

ASSIST CITIZEN,1335 Lee St,5-27-2015

SUSPICIOUS CIRCUMSTANCES/TRESPASS,1215 Lee St,5-28-2015

SUSPICIOUS CIRCUMSTANCES,185 McCormick Rd,5-28-2015

SUSPICIOUS CIRCUMSTANCES,1215 Lee St,5-28-2015

MEDICAL ASSIST,100 McCormick Road,5-30-2015

PROPERTY DAMAGE,1210 Lee Street,5-30-2015

DUI,600 Blk. 9th St. SW,5-31-2015

DIP/NARCOTIC VIOLATION,1600 Blk University Ave,5-31-2015

LARCENY,510 Massie Rd,5-31-2015

ASSIST CITIZEN  MEDICAL,440 McCormick Rd,5-31-2015

LARCENY,328 McCormick Rd,5-31-2015

FOUND PROPERTY,1215 Lee St,5-31-2015

POSSESSION OF MARIJUANA,1029 Wertland St,5-31-2015

ASSIST CITIZEN MEDICAL,381 Floyd Drive,5-31-2015

ATTEMPTED EXTORTION,450 McCormick Road,5-31-2015

FOUND PROPERTY,1300 Jefferson Park Avenue,5-31-2015

SUSPICIOUS CIRCUMSTANCES,128 Amphitheatre Way,5-31-2015

VALDALISM,110 Bayly Drive,5-31-2015

LARCENY,450 Whitehead Road,5-31-2015

LARCENY,180 McCormick Road,5-31-2015

FIRE,571 McCormick Road,5-31-2015

PROPERTY DAMGE,117 11th St SW,5-31-2015

BREAKING &amp; ENTERING,1300 Jefferson Park Ave,5-31-2015

BREAKING &amp; ENTERING,1300 Jefferson Park Ave,5-31-2015

VANDALISM,185 Vaughn,5-31-2015

SUSPICIOUS CIRCUMSTANCES,409 Lane Rd,5-31-2015

LARCENY,525 McCormick Rd,5-31-2015

ASSIST AGENCY,1215 Lee Street,5-31-2015

HIT &amp; RUN,180 McCormick Rd,5-31-2015

PROPERTY DAMAGE,1210 Lee St,5-31-2015

ASSIST CITIZEN MEDICAL,291 McCormick Rd,5-31-2015

DIP/UNDERAGE,1300 block Jefferson Park Ave,5-31-2015

LARCENY,1215 Lee St,5-31-2015

LOST PROPERTY,93 Amphitheatre Way,5-31-2015

SUSPICIOUS CIRCUMSTANCES,417 Emmet St South,5-31-2015

ASSIST AGENCY EPO,1215 Lee St,5-31-2015

SIMPLE ASSULT,170 Culbreth Road,5-31-2015

DIP,10 Duffy Blvd,5-31-2015

ASSIST AGENCY,1215 Lee St,5-31-2015

ASSIST AGENCY,130 Darden Boulevard,5-31-2015

VEHICLE CRASH,1335 Lee Street			NO PI,5-31-2015

ASSIST AGENCY,110 Bayly Drive,5-31-2015

DIP,1200 Jefferson Park Ave,5-31-2015

ASSAULT/ABDUCTION,215 Hereford Dr,5-31-2015

LOST PROPERTY,1215 Lee St,5-31-2015

LARCENY,510 Massie Rd,5-31-2015

SUSPICIOUS CIRCUMSTANCES,102 Amphitheater Way,5-31-2015

WARRANT SERVICE,1215 Lee St,5-31-2015

PROPERTY DAMGE,201 Cabell Drive,5-31-2015

LARCENY,1215 Lee Street,5-31-2015

ASSIST CITIZEN MEDICAL,1215 Lee St,5-31-2015

MISSING PERSON,1215 Lee Street,5-31-2015

TRESPASSING,1826 University Avenue,5-31-2015

SIMPLE ASSAULT,450 Whitehead Road,5-31-2015

VANDALISM,1105 West Main,5-31-2015

SUSPICIOUS PERSON,454 Farrish Cir #8,5-31-2015

ACCIDENT,575 Alderman Road		NO PI,5-31-2015

LARCENY,64 Lambeth Commons,5-31-2015

ASSIST AGENCY,1215 Lee Street,5-31-2015

SUSPICIOUS CIRCUMSTANCE,210 Emmet St,5-31-2015

FOUND PROPERTY,1215 Lee Street,5-31-2015

ASSIST AGENCY,1215 Lee Street,5-31-2015

MEDICAL ASSIST,1210 Lee St,5-31-2015

PROPERTY DAMAGE,1105 West Main St,5-31-2015

ACCIDENT,1321 Lee ST		 NO PI,5-31-2015

TRESPASS,130 Culbreth Rd,5-31-2015

PORNOGRAPHY,108 Cresap,5-31-2015

LARCENY  ALL OTHER,525 McCormick Rd,5-31-2015

PROPERTY DAMAGE,300 Newcomb Rd South,5-31-2015

ASSAULTSIMPLE,100 Ruppel Drive,5-31-2015

FOUND PROPERTY,1215 Lee Street,5-31-2015

TRESPASS,1215 Lee Street,5-31-2015

VEHICLE ACCIDENT,1210 Lee Street		NO PI,5-31-2015

LARCENY,1215 Lee Street,5-31-2015

TRESPASS,1300 Block West Main,5-31-2015

DIP,300 Block 14th St NW,5-31-2015

LARCENY,123 Emmet Street,5-31-2015

FORCIBLE FONDLING,1415 Jefferson Park Ave,5-31-2015

ASSIST CITIZEN,1335 Lee St,5-31-2015

SUSPICIOUS CIRCUMSTANCES/TRESPASS,1215 Lee St,5-31-2015

SUSPICIOUS CIRCUMSTANCES,185 McCormick Rd,5-31-2015

SUSPICIOUS CIRCUMSTANCES,1215 Lee St,5-31-2015

MEDICAL ASSIST,100 McCormick Road,5-31-2015

PROPERTY DAMAGE,1210 Lee Street,5-31-2015

MEDICAL ASSIST,916 Emmet Street,6-1-2015

PROPERTY DAMAGE,436 McCormick Road,6-1-2015

FOUND PROPERTY,1222 Lee Street,6-2-2015

FOUND PROPERTY,1215 Lee Street,6-2-2015

SIMPLE ASSAULT,1210 Lee Street,6-2-2015

TRAFFIC ACCIDENT,700 Block Alderman Road,6-3-2015

SUSPICIOUS CIRCUMSTANCES,117 11th Street,6-3-2015

ASSAULT/INTIMIDATION,136 Hospital Drive,6-4-2015

ASSIST AGENCY,1215 Lee Street,6-4-2015

ASSIST AGENCY,1215 Lee St,6-5-2015

ASSAULT,1408 Jefferson Park Avenue,6-5-2015

HIT AND RUN,295 Massie Road,6-5-2015

D.I.P,1400 Block of University Ave,6-6-2015

ASSAULT &amp; BATTERY,1215 Lee St,6-6-2015

ASSIST CITIZEN,252 McCormick Road,6-7-2015

PROPERTY FOUND,1702 University Ave,6-7-2015

SUSPICIOUS CIRCUMSTANCES,90 Geldard Drive,6-8-2015

ACCIDENT,1215 Lee Street	NO PI,6-8-2015

TRESPASS,1221 Lee Street,6-9-2015

PROPERTY DAMAGE,40 South Lawn,6-9-2015

SUSPICIOUS CIRCUMSTANCES,1215 Lee Street,6-9-2015

PROPERTY DAMAGE,117 11th Street,6-10-2015

DEFRAUDING A TAXI DRIVER,1215 Lee Street,6-11-2015

ASSAULTSIMPLE,1215 Lee Street,6-11-2015

SUSPICIOUS CIRCUMSTANCES,430 Tree House Drive,6-11-2015

FOUND PROPERTY,1215 Lee Street,6-12-2015

PROPERTY DAMAGE,1335 Lee Street,6-12-2015

DIP/LIQUOR LAW VIOLATION,583 Brandon Avenue,6-14-2015

LARCENY,409 McCormick Road,6-15-2015

TRAFFIC ACCIDENT,800 Alderman Road	NO PI,6-16-2015

TRAFFIC ACCIDENT,2200 Fountain Avenue	NO PI,6-16-2015

